Employment,ConvertedCompYearly,Country,DevType
Employed full-time,51138,Sweden,Database administrator
Employed full-time,37728,China,Data Scientist
Employed full-time,85735,China,Front-End Developer
Employed full-time,32028,South Africa,Back-End Developer
Employed full-time,46764,Czech Republic,Back-End Developer
Employed full-time,86478,Netherlands,Developer_ embedded applications or devices
Employed full-time,33142,Taiwan,Developer_ embedded applications or devices
Employed full-time,8712,India,Mobile Developer
Employed full-time,9773,India,Mobile Developer
Employed full-time,63300,Germany,DevOps specialist
Employed full-time,29580,Turkey,Developer_ desktop or enterprise applications
Employed full-time,32500,United States of America,Data Scientist
"Independent contractor, freelancer, or self-employed",108098,Slovenia,Fullstack Developer
Employed full-time,79776,Sweden,Fullstack Developer
Employed full-time,20943,India,Engineer_ data
Employed full-time,19546,India,Mobile Developer
Employed full-time,30716,India,Data Scientist
Employed full-time,29320,India,Data Scientist
Employed part-time,67393,Switzerland,Front-End Developer
Employed full-time,9432,China,Back-End Developer
Employed full-time,18564,Republic of Moldova,Mobile Developer
Employed full-time,4809,India,Developer_ desktop or enterprise applications
Employed full-time,275250,Russian Federation,Back-End Developer
Employed full-time,28000,Russian Federation,Mobile Developer
Employed full-time,7536,India,Developer_ desktop or enterprise applications
Employed full-time,103932,Czech Republic,Engineer_ data
Employed full-time,60588,Israel,Front-End Developer
Employed full-time,51300,"Iran, Islamic Republic of...",Fullstack Developer
Employed full-time,5934,India,Data Scientist
Employed full-time,5400,Syrian Arab Republic,Developer_ embedded applications or devices
"Independent contractor, freelancer, or self-employed",42804,Poland,Mobile Developer
Employed full-time,88100,United States of America,Mobile Developer
Employed full-time,10572,Greece,Fullstack Developer
Employed full-time,105000,United States of America,Fullstack Developer
Employed full-time,70044,Germany,Mobile Developer
Employed part-time,15564,Latvia,Front-End Developer
Employed full-time,39,United Kingdom of Great Britain and Northern Ireland,Data Analyst
"Independent contractor, freelancer, or self-employed",6981,India,Mobile Developer
Employed full-time,30716,India,Front-End Developer
Employed full-time,80200,Hungary,Front-End Developer
Employed full-time,16212,Montenegro,Developer_ desktop or enterprise applications
Employed full-time,84312,France,Front-End Developer
Employed part-time,16860,Italy,Front-End Developer
Employed full-time,55728,China,Back-End Developer
Employed full-time,70264,Germany,Developer_ desktop or enterprise applications
Employed full-time,6562,India,Fullstack Developer
Employed full-time,3348,India,Mobile Developer
Employed full-time,132,Russian Federation,Fullstack Developer
Employed full-time,25716,China,Mobile Developer
Employed full-time,64860,Romania,Fullstack Developer
Employed full-time,87395,Norway,Front-End Developer
Employed full-time,20784,Czech Republic,Fullstack Developer
Employed full-time,11328,Russian Federation,Developer_ desktop or enterprise applications
Employed full-time,36817,India,Developer_ desktop or enterprise applications
Employed full-time,46111,South Korea,Engineer_ data
Employed full-time,45564,Poland,Mobile Developer
Employed full-time,56211,Germany,Fullstack Developer
Employed full-time,16752,India,Mobile Developer
Employed full-time,130000,United States of America,Developer_ desktop or enterprise applications
Employed part-time,55071,Netherlands,Fullstack Developer
Employed full-time,61056,Poland,Front-End Developer
Employed full-time,80064,South Africa,Fullstack Developer
"Independent contractor, freelancer, or self-employed",3300,Sri Lanka,Mobile Developer
Employed full-time,4272,India,Developer_ desktop or enterprise applications
Employed full-time,93869,Norway,Front-End Developer
Employed part-time,64536,Netherlands,Fullstack Developer
Employed full-time,22536,Kenya,Front-End Developer
Employed full-time,2792,India,Front-End Developer
Employed full-time,48600,Poland,Front-End Developer
Employed full-time,77685,Norway,Back-End Developer
Employed full-time,51888,Austria,Front-End Developer
Employed full-time,11544,Sri Lanka,Fullstack Developer
Employed full-time,28320,Bulgaria,Fullstack Developer
Employed full-time,41885,India,Back-End Developer
Employed full-time,23735,India,Fullstack Developer
Employed full-time,54049,Germany,Fullstack Developer
Employed full-time,28,India,Front-End Developer
Employed full-time,5864,India,Fullstack Developer
Employed full-time,20100,India,Developer_ desktop or enterprise applications
Employed full-time,29186,Slovenia,Back-End Developer
Employed full-time,11868,Kenya,Back-End Developer
"Independent contractor, freelancer, or self-employed",38916,France,Mobile Developer
Employed full-time,62910,Russian Federation,Fullstack Developer
Employed part-time,25944,Netherlands,Front-End Developer
"Independent contractor, freelancer, or self-employed",150000,United States of America,Engineer_ data
Employed full-time,37356,Poland,Front-End Developer
Employed full-time,63200,Philippines,Back-End Developer
Employed full-time,43596,South Korea,Fullstack Developer
Employed full-time,19812,Russian Federation,Fullstack Developer
Employed full-time,170000,United States of America,Fullstack Developer
Employed full-time,35028,Netherlands,Fullstack Developer
Employed full-time,18192,Czech Republic,Mobile Developer
Employed full-time,71345,Germany,Fullstack Developer
Employed full-time,111814,Switzerland,Front-End Developer
Employed full-time,41004,Poland,Front-End Developer
Employed full-time,70264,Netherlands,Fullstack Developer
Employed full-time,2724,Pakistan,Fullstack Developer
Employed full-time,5599,India,Back-End Developer
"Independent contractor, freelancer, or self-employed",129718,Austria,Mobile Developer
Employed full-time,712524,South Africa,Fullstack Developer
Employed full-time,43104,Bulgaria,Fullstack Developer
Employed full-time,107895,Norway,Front-End Developer
Employed full-time,43239,Italy,Fullstack Developer
Employed full-time,16754,India,Data Scientist
Employed full-time,27204,Republic of Moldova,Fullstack Developer
"Independent contractor, freelancer, or self-employed",200000,Japan,Fullstack Developer
"Independent contractor, freelancer, or self-employed",75456,South Korea,Front-End Developer
Employed full-time,15780,Turkey,Front-End Developer
Employed full-time,108098,Germany,Fullstack Developer
Employed full-time,110800,Spain,Fullstack Developer
Employed full-time,37200,Ukraine,Fullstack Developer
Employed full-time,40717,United Kingdom of Great Britain and Northern Ireland,Fullstack Developer
"Independent contractor, freelancer, or self-employed",1644,Sri Lanka,Mobile Developer
Employed full-time,67944,Russian Federation,Front-End Developer
Employed full-time,77831,Germany,Fullstack Developer
Employed full-time,48648,Netherlands,Fullstack Developer
"Independent contractor, freelancer, or self-employed",135100,France,Front-End Developer
Employed full-time,81074,Germany,Front-End Developer
Employed full-time,7704,India,Fullstack Developer
Employed full-time,64741,Sweden,Front-End Developer
"Independent contractor, freelancer, or self-employed",60744,Poland,Mobile Developer
Employed full-time,51888,Germany,Front-End Developer
Employed full-time,39888,Sweden,Fullstack Developer
Employed full-time,37834,France,Front-End Developer
Employed full-time,46482,Belgium,Data Scientist
"Independent contractor, freelancer, or self-employed",28536,France,Fullstack Developer
Employed full-time,66000,Ukraine,Engineer_ data
Employed full-time,69800,United Kingdom of Great Britain and Northern Ireland,Front-End Developer
Employed full-time,27565,Italy,Mobile Developer
Employed full-time,98369,Germany,Mobile Developer
"Independent contractor, freelancer, or self-employed",75000,Italy,Fullstack Developer
"Independent contractor, freelancer, or self-employed",105936,Belgium,DevOps specialist
Employed part-time,6000,Belarus,Mobile Developer
Employed full-time,32424,Finland,Fullstack Developer
Employed full-time,42804,Belgium,Fullstack Developer
Employed full-time,55536,United Arab Emirates,Engineer_ data
Employed full-time,12566,India,Fullstack Developer
Employed full-time,56228,India,Front-End Developer
Employed full-time,1944,Pakistan,Front-End Developer
Employed full-time,44172,Czech Republic,Developer_ desktop or enterprise applications
Employed full-time,76560,Netherlands,Data Scientist
"Independent contractor, freelancer, or self-employed",51888,France,Fullstack Developer
Employed full-time,45396,Netherlands,Fullstack Developer
Employed full-time,62697,Germany,Developer_ desktop or enterprise applications
Employed full-time,16754,India,Fullstack Developer
"Independent contractor, freelancer, or self-employed",77556,United Kingdom of Great Britain and Northern Ireland,Developer_ embedded applications or devices
Employed full-time,10800,Philippines,Fullstack Developer
Employed full-time,88640,Netherlands,Back-End Developer
Employed full-time,49944,Netherlands,Back-End Developer
Employed full-time,24216,Malaysia,Mobile Developer
Employed full-time,82464,Brazil,Mobile Developer
Employed full-time,83352,Switzerland,Data Scientist
"Independent contractor, freelancer, or self-employed",50000,United States of America,Data Scientist
Employed full-time,140527,Germany,Developer_ embedded applications or devices
Employed full-time,42158,Netherlands,Data Scientist
Employed full-time,81074,Netherlands,Fullstack Developer
Employed full-time,47563,France,Developer_ desktop or enterprise applications
